tag	extra	name	floats[0]	floats[1]	floats[2]	floats[3]	floats[4]	floats[5]	floats[6]	floats[7]	floats[8]	floats[9]	floats[10]	floats[11]	floats[12]	floats[13]	floats[14]	floats[15]	floats[16]	floats[17]	floats[18]	floats[19]	floats[20]	floats[21]	floats[22]	floats[23]	floats[24]	floats[25]	floats[26]	floats[27]	floats[28]	floats[29]	floats[30]	floats[31]	floats[32]	floats[33]	floats[34]	floats[35]	floats[36]	floats[37]	floats[38]	floats[39]	floats[40]	floats[41]	floats[42]	floats[43]	floats[44]	floats[45]	floats[46]	floats[47]	floats[48]	floats[49]	floats[50]	floats[51]	floats[52]	floats[53]	floats[54]	floats[55]	floats[56]	floats[57]	floats[58]	floats[59]	floats[60]	floats[61]	floats[62]	floats[63]	floats[64]	floats[65]	floats[66]	floats[67]	floats[68]	floats[69]	floats[70]	floats[71]	floats[72]	floats[73]	floats[74]	floats[75]	floats[76]	floats[77]	floats[78]	floats[79]	floats[80]	floats[81]	floats[82]	floats[83]	floats[84]	floats[85]	floats[86]	floats[87]	floats[88]	floats[89]	floats[90]	floats[91]	floats[92]	floats[93]	floats[94]	floats[95]	floats[96]	floats[97]	floats[98]	floats[99]	floats[100]	floats[101]	floats[102]	floats[103]	floats[104]	floats[105]	floats[106]	floats[107]	floats[108]	floats[109]	floats[110]	floats[111]	floats[112]	floats[113]	floats[114]	floats[115]	floats[116]	floats[117]	floats[118]
1	30EE	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
1	30EF	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
1	30F0	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
1	3EA6	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
1	3EA7	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
1	3EA8	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
2	314D	Bone15	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	28.00000000	0.00000000
3	3E9E	Dummy01	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
3	3EA5	Dummy01	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
3	3EA9	Dummy01	0.00000000	0.00000000	25.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	26.20000076	0.00000000	0.00000000	26.50000000	0.00000000	0.00000000	20.50000000	0.00000000	0.00000000	22.00000000	0.00000000	0.00000000	28.00000000	0.00000000	0.00000000	26.00000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	25.50000000	0.00000000	0.00000000	31.50000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	30.00000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	28.50000000	0.00000000	0.00000000	24.70000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	8.00000000	0.00000000
