id	name
1	u,裝備\0
2	u,道具\0
3	u,任務道具\0
4	u,青銅\0
5	u,鐵\0
6	u,木\0
7	u,骨\0
8	u,布\0
9	u,皮\0
10	u,棉\0
11	u,鋼\0
12	u,奧里哈魯根\0
13	u,大馬士革鋼\0
14	u,金剛石\0
15	u,血鋼\0
16	u,紙\0
17	u,橄欖石\0
18	u,銀\0
19	u,金\0
20	u,金剛石\0
21	u,米索莉\0
22	u,角\0
23	u,龍骨\0
24	u,水晶\0
25	u,染料\0
26	u,蜘蛛絲\0
27	u,無\0
28	u,內衣\0
29	u,右耳\0
30	u,左耳\0
31	u,頸部\0
32	u,右手指\0
33	u,左手指\0
34	u,頭部\0
35	u,右手\0
36	u,左手\0
37	u,手套\0
38	u,上半身防具\0
39	u,下半身防具\0
40	u,鞋子\0
41	u,背\0
42	u,雙手裝備\0
43	u,劍\0
44	u,鈍器\0
45	u,匕首\0
46	u,槍戟\0
47	u,格鬥兵器\0
48	u,弓\0
49	u,其他\0
50	u,名稱\0
51	u,欄位\0
52	u,重量\0
53	u,材質\0
54	u,防禦力\0
55	u,攻擊力\0
56	u,武器類型\0
57	u,說明\0
58	u,空氣\0
59	u,奧比斯樹的樹枝\0
60	u,世界樹的樹枝\0
61	u,黃銅\0
62	u,屍體\0
63	u,烏鴉\0
64	u,鑽石\0
65	u,藥\0
66	u,眼球\0
67	u,羽毛\0
68	u,麻\0
69	u,毛皮\0
70	u,孵化中的蛋\0
71	u,蟲子\0
72	u,龍皮\0
73	u,飛龍皮\0
74	u,獅皮\0
75	u,刺尾獅皮\0
76	u,狼皮\0
77	u,火蜥蜴皮\0
78	u,獨角獸皮\0
79	u,液體\0
80	u,羊皮紙\0
81	u,沙\0
82	u,龍鱗\0
83	u,絲\0
84	u,頭骨\0
85	u,亞龍頭骨\0
86	u,水\0
87	u,羊毛\0
88	a,Lv\0
89	a,Exp\0
90	a,HP\0
91	a,MP\0
92	a,SP\0
93	u,戰鬥數值\0
94	u,物理攻擊力\0
95	u,物理防禦力\0
96	u,命中能力\0
97	u,迴避能力\0
98	u,魔法攻擊力\0
99	u,魔法防禦力\0
100	u,社會關係\0
101	u,性向\0
102	u,聲望值\0
103	u,基本能力\0
104	u,力量\0
105	u,敏捷\0
106	u,體質\0
107	u,智力\0
108	u,智慧\0
109	u,精神\0
110	u,附加戰鬥數值\0
111	u,攻擊速度\0
112	u,施法速度\0
113	u,致命攻擊率\0
114	u,重量\0
115	u,異常狀態\0
116	u,裝備\0
117	u,道具\0
118	u,任務\0
119	u,技能\0
120	u,主動\0
121	u,被動\0
122	u,魔法\0
123	a,I\0
124	a,II\0
125	a,III\0
126	a,IV\0
127	u,動作\0
128	u,@血盟\0
129	u,基本動作\0
130	u,隊伍動作\0
131	u,倉庫\0
132	u,保管物品\0
133	u,領取物品\0
134	u,持有金額\0
135	u,保管費\0
136	u,商店\0
137	u,販賣物品\0
138	u,道具清單\0
139	u,購買目錄\0
140	u,確定\0
141	u,取消\0
142	u,購買金額\0
143	u,販賣金額\0
144	u,全部\0
145	u,求助\0
146	u,功能選項\0
147	u,重新開始\0
148	u,遊戲結束\0
149	u,登入\0
150	u,帳號\0
151	u,密碼\0
152	u,登入\0
153	u,離開\0
154	u,開新帳號\0
155	u,帳號遺失\0
156	u,功能選項\0
157	u,選擇角色\0
158	u,創造角色\0
159	u,刪除角色\0
160	u,開始遊戲\0
161	u,上一頁\0
162	u,創造角色\0
163	u,姓名\0
164	u,種族\0
165	u,職業\0
166	u,性別\0
167	u,髮型\0
168	u,髮色\0
169	u,臉型\0
170	u,人類\0
171	u,精靈\0
172	u,黑暗精靈\0
173	u,半獸人\0
174	u,矮人\0
175	u,戰士\0
176	u,法師\0
